segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
1776,1,1,CADC0894,1,386,357,0.1546062843,0.03288834656,0.1813514449,-1.209315257,0.6891624235,2,1,1,22,86,3.12E-05,1.76E-05,536,357,8.52E-05,9.21E-05
1777,0,1,CADC0894,1,504,505,0.06093753471,0.008352625551,0.09139269966,0.06832747103,1.310083172,1,1,1,47,91,8.07E-06,9.85E-06,504,505,1.66E-05,1.65E-05
1778,0,1,CADC0894,1,488,489,0.08534143834,0.0174414843,0.1320662118,-0.2569863926,1.1903255,2,1,1,11,33,1.98E-05,1.79E-05,488,489,3.57E-05,3.57E-05
1779,1,1,CADC0894,1,471,472,0.05544638104,0.008187916314,0.09048710579,-0.132552987,1.265610813,3,2,1,23,56,1.33E-05,7.65E-06,471,472,1.74E-05,1.73E-05
1780,0,1,CADC0894,1,458,439,0.06589919007,0.008959754603,0.09465598028,-0.6476176214,1.016310343,3,1,1,31,57,1.01E-05,8.23E-06,500,439,1.96E-05,2.04E-05
1781,1,1,CADC0894,1,518,458,0.1062420029,0.01916306114,0.1384307088,-0.8963981235,0.8656479385,2,1,1,19,45,1.48E-05,1.46E-05,710,458,3.70E-05,4.18E-05
1782,0,0,CADC0894,1,637,574,0.09784815688,0.02125215179,0.1457811778,-0.375859961,1.128889795,2,1,1,76,77,9.12E-06,9.82E-06,835,574,3.34E-05,3.70E-05
1783,0,1,CADC0894,1,488,453,0.145922703,0.03269320725,0.1808126302,-1.068947295,0.7718678525,1,1,1,24,87,1.96E-05,1.38E-05,634,453,6.70E-05,7.22E-05
1784,0,1,CADC0894,1,543,510,0.1278679832,0.02239538631,0.1496508814,-0.8925752122,0.8602233525,1,2,1,115,122,1.05E-05,1.24E-05,731,510,4.12E-05,4.39E-05
1785,0,1,CADC0894,1,668,620,0.1931284041,0.06518150887,0.2553066957,-0.9191629851,0.8694336718,3,1,1,97,172,1.79E-05,1.30E-05,916,620,9.76E-05,0.0001051314659
1786,0,1,CADC0894,1,693,616,0.1866269634,0.06061143427,0.2461938957,-0.9031690314,0.8727813253,2,1,1,96,105,1.47E-05,9.67E-06,967,616,8.75E-05,9.84E-05
1787,0,1,CADC0894,1,841,737,0.1133664914,0.02454161823,0.1566576466,-0.680996522,0.9857321188,5,1,1,112,114,6.52E-06,8.60E-06,1151,737,2.92E-05,3.33E-05
1788,0,0,CADC0894,1,689,658,0.1720172841,0.0437280839,0.2091126106,-1.170670562,0.7073004536,2,1,2,58,116,1.11E-05,1.14E-05,791,658,6.35E-05,6.65E-05
1789,0,1,CADC0894,1,826,827,0.2191326146,0.07320163419,0.2705580052,-1.102868215,0.7479213704,5,2,1,139,144,1.01E-05,9.74E-06,826,827,8.86E-05,8.85E-05
1790,0,1,CADC0894,1,739,708,0.2376246652,0.08941920025,0.2990304337,-1.053026429,0.7751822286,4,1,1,46,100,1.77E-05,9.85E-06,857,708,0.000121000271,0.0001262983054
1791,0,1,CADC0894,1,824,739,0.249583648,0.08946896191,0.2991136271,-1.271971333,0.6441510171,3,1,1,60,146,2.31E-05,1.99E-05,1114,739,0.0001085788373,0.0001210676075
1792,0,1,CADC0894,1,920,811,0.3029258831,0.1374417376,0.3707313551,-1.057439617,0.748874362,1,1,1,36,113,2.54E-05,1.88E-05,1274,811,0.0001493931931,0.000169471933
1793,1,0,CADC0894,1,685,630,0.2147262847,0.06094752786,0.2468755311,-1.322833996,0.602539694,5,1,1,39,92,1.92E-05,1.58E-05,941,630,8.90E-05,9.67E-05
1794,0,1,CADC0894,1,774,711,0.2371555613,0.08658308978,0.2942500464,-1.147162627,0.7355793313,1,1,1,33,102,2.37E-05,1.81E-05,1012,711,0.0001118644571,0.0001217764976
1795,0,0,CADC0894,1,831,741,0.2334343359,0.09132613908,0.3022021494,-0.9786933696,0.8256536379,2,1,1,32,99,1.90E-05,1.05E-05,1125,741,0.0001098990843,0.0001232471513
1796,0,1,CADC0872,5,520,105,-3.25E-06,7.06E-11,8.40E-06,-1.401485684,-0.001715038763,1,1,1,29,35,4.96E-13,6.47E-13,2600,525,1.36E-13,6.72E-13
1797,0,1,CADC0872,5,605,122,5.08E-06,1.82E-10,1.35E-05,-1.440334356,-0.1115450559,1,1,1,32,41,8.19E-13,1.05E-12,3025,610,3.01E-13,1.49E-12
1798,0,1,CADC0872,5,700,141,9.45E-07,1.92E-10,1.38E-05,-1.380842711,-0.1811462097,1,1,1,39,48,5.92E-13,7.07E-13,3500,705,2.74E-13,1.36E-12
1799,0,1,CADC0872,5,940,188,-5.37E-06,1.01E-10,1.01E-05,-0.9044532103,-0.428512384,1,1,1,58,62,3.85E-13,7.91E-13,4792,940,1.08E-13,5.38E-13
1800,1,1,CADC0872,5,815,148,-8.38E-06,6.34E-10,2.52E-05,-1.063555413,0.1570950353,5,2,1,5,9,5.11E-11,1.34E-10,10891,740,7.78E-13,4.28E-12
1801,0,1,CADC0872,5,1335,268,-1.08E-05,4.97E-10,2.23E-05,-1.474116015,-0.1287524325,1,1,1,80,90,4.97E-13,6.22E-13,6675,1340,3.73E-13,1.86E-12
1802,0,1,CADC0872,5,890,179,-1.04E-05,2.85E-10,1.69E-05,-1.282164828,-0.1802386561,1,1,1,52,60,6.49E-13,7.14E-13,4450,895,3.21E-13,1.59E-12
1803,1,0,CADC0872,5,930,187,5.07E-06,5.08E-10,2.25E-05,-1.460710042,-0.1578636144,3,1,1,2,4,1.33E-11,3.05E-11,4650,935,5.46E-13,2.72E-12
1804,1,1,CADC0872,5,900,156,2.31E-05,8.97E-10,2.99E-05,0.1449144506,-1.179336218,2,1,1,2,3,3.14E-11,6.14E-11,20750,780,9.96E-13,5.75E-12
1805,1,0,CADC0872,5,616,124,-9.25E-06,2.50E-10,1.58E-05,-0.7300209168,-0.6970441152,2,2,1,1,1,4.49E-11,1.35E-10,3086,620,4.05E-13,2.01E-12
1806,0,1,CADC0872,5,560,113,1.18E-05,3.45E-10,1.86E-05,-1.245511863,-0.13114002,1,1,1,31,43,1.61E-12,1.15E-12,2800,565,6.15E-13,3.05E-12
1807,0,1,CADC0872,5,510,103,-1.73E-07,2.78E-10,1.67E-05,-1.502138351,-0.04884064057,1,1,1,26,34,1.35E-12,8.28E-13,2550,515,5.45E-13,2.70E-12
1808,0,1,CADC0872,5,580,117,3.74E-06,4.22E-10,2.05E-05,-1.401847024,-0.1044377544,1,1,1,26,39,1.69E-12,8.88E-13,2900,585,7.28E-13,3.61E-12
1809,0,1,CADC0872,5,535,108,-6.72E-06,1.50E-10,1.22E-05,-0.5310923194,-0.6838269195,1,1,1,27,33,6.90E-13,7.30E-13,2675,540,2.80E-13,1.39E-12
1810,1,1,CADC0872,5,1115,224,1.53E-05,3.20E-10,1.79E-05,1.584730256,0.6517728759,12,4,3,12,21,2.47E-10,7.05E-10,5575,1120,2.87E-13,1.43E-12
1811,1,1,CADC0872,5,695,140,3.18E-06,4.84E-10,2.20E-05,0.183239295,0.3932562303,6,2,1,7,10,1.48E-10,4.05E-10,3475,700,6.96E-13,3.46E-12
1812,1,0,CADC0872,5,680,137,-6.57E-06,4.66E-10,2.16E-05,3.499580477,1.491492411,10,5,1,10,15,5.75E-10,1.79E-09,3400,685,6.85E-13,3.40E-12
1813,0,1,CADC0872,5,785,158,2.81E-06,6.34E-10,2.52E-05,-1.34530661,-0.2583843496,1,1,1,38,56,1.55E-12,9.53E-13,3925,790,8.08E-13,4.02E-12
1814,0,1,CADC0872,5,1030,207,-1.22E-05,3.35E-10,1.83E-05,-1.490330279,0.09325928315,1,1,1,57,64,6.21E-13,9.07E-13,5150,1035,3.25E-13,1.62E-12
1815,1,1,CADC0872,5,985,198,-2.30E-06,3.84E-10,1.96E-05,1.719864097,0.7937532076,6,3,1,6,8,1.41E-10,3.73E-10,4925,990,3.90E-13,1.94E-12
1816,0,0,CADC0872,5,680,137,-2.23E-06,6.69E-10,2.59E-05,-1.37695253,-0.06137545162,1,1,1,40,47,1.69E-12,8.92E-13,3400,685,9.84E-13,4.88E-12
1817,1,1,CADC0872,5,525,106,-1.95E-06,7.58E-10,2.75E-05,-1.260682042,0.06326600981,3,1,1,3,12,5.03E-11,7.74E-11,2625,530,1.44E-12,7.15E-12
1818,0,1,CADC0872,5,80,17,1.18E-05,3.68E-10,1.92E-05,-1.4662278,0.03367183658,1,1,2,1,3,5.61E-11,1.32E-11,400,85,4.60E-12,2.17E-11
1819,0,1,CADC0872,5,95,20,2.06E-05,5.22E-10,2.28E-05,-1.382135411,-0.2597744035,1,1,1,2,4,5.92E-11,1.03E-11,475,100,5.49E-12,2.61E-11
1820,0,0,CADC0872,5,75,16,1.17E-05,5.22E-10,2.29E-05,-1.52833873,0.00472030135,1,1,2,1,4,8.80E-11,2.37E-11,375,80,6.96E-12,3.26E-11
1821,0,0,CADC0872,5,95,20,1.86E-05,6.03E-10,2.46E-05,-1.365396001,-0.3112730038,1,1,1,1,6,6.60E-11,8.16E-12,475,100,6.35E-12,3.02E-11
1822,0,0,CADC0872,5,75,16,1.06E-05,6.33E-10,2.52E-05,-1.397635558,-0.1009554238,1,1,2,1,3,9.97E-11,1.40E-11,375,80,8.44E-12,3.96E-11
1823,0,1,CADC0872,5,95,20,1.46E-05,6.40E-10,2.53E-05,-1.39281377,-0.3203345235,1,1,2,1,3,7.02E-11,8.99E-12,475,100,6.74E-12,3.20E-11
1824,0,1,CADC0872,5,75,16,9.28E-06,7.05E-10,2.66E-05,-1.37676856,-0.09815387848,1,1,2,2,2,1.12E-10,2.34E-11,375,80,9.40E-12,4.41E-11
1825,0,1,CADC0872,5,95,20,1.06E-05,5.90E-10,2.43E-05,-1.196022353,-0.4838243911,1,1,2,3,4,6.68E-11,1.13E-11,475,100,6.21E-12,2.95E-11
1826,0,1,CADC0872,5,80,17,5.97E-06,7.41E-10,2.72E-05,-1.433475866,-0.006702552765,1,1,2,1,1,1.07E-10,2.04E-11,400,85,9.26E-12,4.36E-11
1827,0,1,CADC0872,5,100,21,3.01E-06,5.23E-10,2.29E-05,-1.385647021,-0.2911360409,1,1,2,3,5,5.68E-11,2.58E-11,500,105,5.23E-12,2.49E-11
1828,0,0,CADC0872,5,75,16,4.71E-06,6.14E-10,2.48E-05,-1.405731639,-0.08773627683,1,1,2,1,4,9.61E-11,1.23E-11,375,80,8.18E-12,3.84E-11
1829,0,1,CADC0872,5,95,20,-3.57E-07,3.52E-10,1.88E-05,-1.353796524,-0.300659912,1,1,2,2,6,4.14E-11,1.04E-11,475,100,3.70E-12,1.76E-11
1830,0,0,CADC0872,5,65,14,5.04E-06,3.86E-10,1.97E-05,-1.470493109,-0.09379197597,1,1,2,1,2,8.28E-11,1.19E-11,325,70,5.94E-12,2.76E-11
1831,0,1,CADC0872,5,100,21,-4.82E-06,2.68E-10,1.64E-05,-1.395944789,-0.08537659957,1,1,2,2,7,2.84E-11,9.02E-12,500,105,2.68E-12,1.28E-11
1832,0,1,CADC0872,5,75,16,-1.59E-06,2.84E-10,1.69E-05,-1.505502808,0.07759533728,1,1,2,1,3,4.69E-11,7.85E-12,375,80,3.79E-12,1.78E-11
1833,0,0,CADC0872,5,95,20,-3.85E-06,1.98E-10,1.41E-05,-1.408300991,0.02918427846,1,1,2,3,5,2.40E-11,7.88E-12,475,100,2.09E-12,9.91E-12
1834,0,1,CADC0872,5,75,16,-4.11E-06,2.47E-10,1.57E-05,-1.514132285,0.07620044805,1,1,2,1,4,4.18E-11,1.02E-11,375,80,3.29E-12,1.54E-11
1835,0,1,CADC0872,5,95,20,-2.64E-06,2.53E-10,1.59E-05,-1.440634366,0.1371958325,1,1,2,3,5,2.99E-11,9.10E-12,475,100,2.67E-12,1.27E-11
1836,0,1,CADC0872,5,75,16,-3.25E-06,2.93E-10,1.71E-05,-1.342376887,0.05606945835,1,1,2,2,4,5.20E-11,2.38E-11,375,80,3.91E-12,1.83E-11
1837,0,1,CADC0872,5,90,19,5.03E-07,3.67E-10,1.92E-05,-1.429894422,0.07147281308,1,1,2,3,5,4.56E-11,9.25E-12,450,95,4.08E-12,1.93E-11
1838,0,1,CADC0872,5,85,18,-2.58E-06,4.65E-10,2.16E-05,-1.361066772,0.05970061112,1,1,2,1,5,6.15E-11,1.33E-11,425,90,5.47E-12,2.58E-11
1839,0,1,CADC0872,5,85,18,3.88E-06,4.74E-10,2.18E-05,-1.374758497,0.04108519129,1,1,2,1,3,6.45E-11,1.08E-11,425,90,5.58E-12,2.64E-11
1840,0,1,CADC0872,5,90,19,-1.94E-06,5.74E-10,2.40E-05,-1.300950961,0.09759840126,1,1,2,1,3,7.04E-11,1.21E-11,450,95,6.38E-12,3.02E-11
1841,0,1,CADC0872,5,90,19,5.27E-06,5.39E-10,2.32E-05,-1.166491465,-0.001066898058,1,1,2,2,3,7.05E-11,9.64E-12,450,95,5.99E-12,2.84E-11
1842,0,0,CADC0872,5,80,17,5.78E-06,5.86E-10,2.42E-05,-1.116957045,-0.1538966814,1,1,2,1,3,8.46E-11,1.22E-11,400,85,7.33E-12,3.45E-11
1843,0,1,CADC0872,5,95,20,5.69E-06,6.19E-10,2.49E-05,-0.976861137,-0.2118321535,1,1,2,2,4,6.78E-11,1.87E-11,475,100,6.52E-12,3.10E-11
1844,0,1,CADC0872,5,80,17,9.85E-06,5.84E-10,2.42E-05,-1.055361738,-0.2076569992,1,1,1,1,3,8.18E-11,1.47E-11,400,85,7.30E-12,3.44E-11
1845,0,1,CADC0872,5,95,20,7.64E-06,5.39E-10,2.32E-05,-0.8116265781,-0.2896369728,1,1,1,2,5,5.80E-11,1.32E-11,475,100,5.67E-12,2.69E-11
1846,0,1,CADC0872,5,80,17,1.13E-05,5.74E-10,2.40E-05,-1.003771466,-0.2921281751,1,1,1,1,3,7.75E-11,2.12E-11,400,85,7.17E-12,3.37E-11
1847,0,1,CADC0872,5,90,19,9.55E-06,4.79E-10,2.19E-05,-0.848154226,-0.388886364,1,1,1,2,4,5.20E-11,9.54E-12,450,95,5.32E-12,2.52E-11
1848,0,0,CADC0872,5,85,18,9.55E-06,5.05E-10,2.25E-05,-0.9782997434,-0.2762079708,1,1,1,1,4,6.29E-11,1.53E-11,425,90,5.94E-12,2.80E-11
1849,0,1,CADC0872,5,95,20,9.31E-06,4.35E-10,2.09E-05,-0.8456062829,-0.2402630137,1,1,1,3,5,5.01E-11,1.65E-11,475,100,4.58E-12,2.18E-11
1850,0,1,CADC0872,5,85,18,6.50E-06,5.86E-10,2.42E-05,-1.138289323,-0.2883590286,1,1,1,1,3,5.86E-11,9.03E-12,425,90,6.90E-12,3.26E-11
1851,0,1,CADC0872,5,90,19,1.10E-05,3.72E-10,1.93E-05,-1.120694836,-0.1378727897,1,1,2,2,3,5.07E-11,1.37E-11,450,95,4.13E-12,1.96E-11
1852,0,1,CADC0872,5,80,17,6.85E-06,5.59E-10,2.36E-05,-1.077863775,-0.2656563772,1,1,1,2,3,7.02E-11,1.88E-11,400,85,6.99E-12,3.29E-11
1853,0,0,CADC0872,5,90,19,9.02E-06,4.63E-10,2.15E-05,-0.785075001,-0.4467365299,1,1,1,1,4,5.21E-11,7.89E-12,450,95,5.15E-12,2.44E-11
1854,0,1,CADC0872,5,80,17,1.08E-05,4.88E-10,2.21E-05,-0.9778127223,-0.1727699268,1,1,1,2,3,7.32E-11,9.88E-12,400,85,6.10E-12,2.87E-11
1855,0,1,CADC0872,5,95,20,9.75E-06,5.01E-10,2.24E-05,-1.113936853,-0.2524963677,1,1,1,3,4,5.22E-11,1.46E-11,475,100,5.27E-12,2.50E-11
1856,0,0,CADC0872,5,80,17,7.27E-06,4.64E-10,2.15E-05,-1.164031882,-0.1200549405,1,1,2,2,3,7.01E-11,8.92E-12,400,85,5.80E-12,2.73E-11
1857,0,1,CADC0872,5,100,21,5.35E-06,3.99E-10,2.00E-05,-1.3264227,-0.09425559412,1,1,2,1,3,3.91E-11,5.72E-12,500,105,3.99E-12,1.90E-11
1858,0,0,CADC0872,5,80,17,3.74E-06,4.03E-10,2.01E-05,-1.382280532,-0.03875242222,1,1,2,2,4,5.46E-11,1.35E-11,400,85,5.04E-12,2.37E-11
1859,0,1,CADC0872,5,95,20,3.59E-06,2.43E-10,1.56E-05,-1.323976598,-0.1846913463,1,1,2,3,6,3.06E-11,1.30E-11,475,100,2.55E-12,1.21E-11
1860,0,0,CADC0872,5,75,16,4.01E-06,2.75E-10,1.66E-05,-1.409510511,-0.07150836446,1,1,2,2,5,4.37E-11,8.05E-12,375,80,3.67E-12,1.72E-11
1861,0,1,CADC0872,5,95,20,8.92E-07,1.79E-10,1.34E-05,-1.351002017,-0.2011507922,1,1,2,1,7,1.98E-11,3.96E-12,475,100,1.88E-12,8.93E-12
1862,0,1,CADC0872,5,80,17,1.78E-06,2.18E-10,1.48E-05,-1.535118945,0.0422494676,1,1,2,1,2,3.23E-11,8.05E-12,400,85,2.73E-12,1.28E-11
1863,0,1,CADC0872,5,95,20,5.53E-07,1.30E-10,1.14E-05,-1.376918276,-0.229898262,1,1,2,4,6,1.62E-11,7.69E-12,475,100,1.37E-12,6.49E-12
1864,0,1,CADC0872,5,75,16,3.02E-06,1.63E-10,1.28E-05,-1.397936653,0.002480928022,1,1,2,2,4,2.67E-11,5.72E-12,375,80,2.17E-12,1.02E-11
1865,0,1,CADC0872,5,95,20,7.51E-07,1.10E-10,1.05E-05,-1.380902798,-0.3075632592,1,1,2,2,4,1.29E-11,2.02E-12,475,100,1.16E-12,5.52E-12
1866,0,1,CADC0872,5,75,16,2.76E-06,1.43E-10,1.20E-05,-1.491512717,0.01699102811,1,1,2,2,5,2.72E-11,1.35E-11,375,80,1.91E-12,8.94E-12
1867,0,0,CADC0872,5,100,21,6.01E-07,1.10E-10,1.05E-05,-1.491407161,-0.1523030762,1,1,2,3,4,1.13E-11,4.64E-12,500,105,1.10E-12,5.25E-12
1868,0,0,CADC0872,5,75,16,3.49E-06,1.32E-10,1.15E-05,-1.469952164,-0.06994841649,1,1,2,1,2,2.17E-11,2.96E-12,375,80,1.76E-12,8.27E-12
1869,0,0,CADC0872,5,100,21,1.16E-06,1.18E-10,1.09E-05,-1.479459386,-0.1966771005,1,1,2,4,5,1.23E-11,4.53E-12,500,105,1.18E-12,5.61E-12
1870,0,1,CADC0872,5,75,16,4.23E-06,1.53E-10,1.24E-05,-1.448789035,-0.08670244758,1,1,2,1,3,2.52E-11,3.13E-12,375,80,2.04E-12,9.58E-12
1871,0,1,CADC0872,5,100,21,1.97E-06,1.52E-10,1.23E-05,-1.496924645,-0.1631357529,1,1,2,1,4,1.49E-11,2.00E-12,500,105,1.52E-12,7.24E-12
1872,0,0,CADC0872,5,75,16,5.31E-06,1.99E-10,1.41E-05,-1.446810561,-0.08408168885,1,1,2,2,3,3.50E-11,1.19E-11,375,80,2.66E-12,1.25E-11
1873,0,1,CADC0872,5,100,21,3.17E-06,2.15E-10,1.47E-05,-1.46864471,-0.06015283856,1,1,2,2,4,2.21E-11,4.30E-12,500,105,2.15E-12,1.02E-11
1874,0,1,CADC0872,5,75,16,7.15E-06,2.84E-10,1.69E-05,-1.522431396,-0.0753246634,1,1,2,1,2,4.85E-11,1.49E-11,375,80,3.79E-12,1.78E-11
1875,0,1,CADC0872,5,100,21,5.66E-06,3.21E-10,1.79E-05,-1.489062144,-0.02866057533,1,1,2,2,4,3.26E-11,5.53E-12,500,105,3.21E-12,1.53E-11
1876,0,1,CADC0872,5,75,16,9.36E-06,3.59E-10,1.89E-05,-1.430599613,-0.09779551811,1,1,2,1,3,5.92E-11,9.15E-12,375,80,4.78E-12,2.24E-11
1877,0,1,CADC0872,5,100,21,8.92E-06,4.17E-10,2.04E-05,-1.390793198,0.00112128303,1,1,2,3,6,4.41E-11,1.18E-11,500,105,4.17E-12,1.99E-11
1878,0,1,CADC0872,5,75,16,1.22E-05,4.27E-10,2.07E-05,-1.42760785,-0.15676567,1,1,2,1,3,7.05E-11,1.13E-11,375,80,5.70E-12,2.67E-11
1879,0,1,CADC0872,5,100,21,1.13E-05,5.07E-10,2.25E-05,-1.380459322,-0.04004983601,1,1,2,2,4,5.38E-11,1.16E-11,500,105,5.07E-12,2.41E-11
1880,0,1,CADC0872,5,75,16,1.30E-05,4.86E-10,2.20E-05,-1.379399742,-0.1499116534,1,1,2,1,3,7.94E-11,1.53E-11,375,80,6.48E-12,3.04E-11
1881,0,1,CADC0872,5,100,21,1.20E-05,5.97E-10,2.44E-05,-1.335956636,-0.04583532581,1,1,2,2,5,6.23E-11,1.25E-11,500,105,5.97E-12,2.84E-11
1882,0,1,CADC0872,5,75,16,1.40E-05,5.58E-10,2.36E-05,-1.339513973,-0.1131337551,1,1,2,1,4,9.15E-11,1.41E-11,375,80,7.44E-12,3.49E-11
1883,0,1,CADC0872,5,100,21,1.08E-05,6.56E-10,2.56E-05,-1.271772518,-0.03093342536,1,1,2,2,4,6.73E-11,1.16E-11,500,105,6.56E-12,3.12E-11
1884,0,1,CADC0872,5,75,16,1.38E-05,6.36E-10,2.52E-05,-1.415286853,-0.103554443,1,1,2,1,4,1.06E-10,2.27E-11,375,80,8.48E-12,3.97E-11
1885,0,1,CADC0872,5,100,21,8.72E-06,6.85E-10,2.62E-05,-1.238212066,-0.01777622425,1,1,2,1,4,7.11E-11,1.10E-11,500,105,6.85E-12,3.26E-11
1886,0,1,CADC0872,5,80,17,1.17E-05,7.05E-10,2.66E-05,-1.279019257,-0.156744801,1,1,2,1,6,1.01E-10,1.21E-11,400,85,8.82E-12,4.15E-11
1887,0,1,CADC0872,5,100,21,5.39E-06,6.11E-10,2.47E-05,-1.280557971,0.02339500671,1,1,2,1,4,6.54E-11,9.31E-12,500,105,6.11E-12,2.91E-11
1888,0,1,CADC0872,5,85,18,7.16E-06,6.97E-10,2.64E-05,-1.389258355,-0.09186565296,1,1,2,1,2,8.82E-11,1.04E-11,425,90,8.19E-12,3.87E-11
1889,0,1,CADC0872,5,95,20,-6.60E-07,5.00E-10,2.24E-05,-1.354142114,0.123273359,1,1,2,1,5,5.85E-11,9.20E-12,475,100,5.26E-12,2.50E-11
1890,0,0,CADC0872,5,85,18,3.10E-06,6.20E-10,2.49E-05,-1.421505234,-0.03314032711,1,1,2,1,4,8.14E-11,1.09E-11,425,90,7.30E-12,3.45E-11
1891,0,1,CADC0872,5,90,19,-5.09E-06,3.47E-10,1.86E-05,-1.384559529,0.1879655355,1,1,2,1,4,4.58E-11,8.54E-12,450,95,3.86E-12,1.83E-11
1892,0,0,CADC0872,5,95,20,-2.93E-06,5.16E-10,2.27E-05,-1.433324462,0.2439503572,1,1,2,2,6,6.24E-11,2.35E-11,475,100,5.43E-12,2.58E-11
1893,0,0,CADC0872,5,80,17,-6.11E-06,2.44E-10,1.56E-05,-1.447360734,0.009922915029,1,1,2,3,4,3.91E-11,1.22E-11,400,85,3.05E-12,1.43E-11
1894,0,1,CADC0872,5,90,19,-2.91E-06,3.70E-10,1.92E-05,-1.510130743,0.04780620722,1,1,2,1,2,4.48E-11,1.06E-11,450,95,4.11E-12,1.95E-11
1895,0,0,CADC0872,5,95,20,-9.92E-06,1.99E-10,1.41E-05,-1.464288239,0.1546918546,1,1,1,4,7,2.71E-11,2.06E-11,475,100,2.10E-12,9.95E-12
1896,0,1,CADC0872,5,85,18,-4.85E-08,3.94E-10,1.98E-05,-1.450625823,0.0405568408,1,1,2,2,3,5.82E-11,2.87E-11,425,90,4.63E-12,2.19E-11
1897,0,1,CADC0872,5,95,20,-8.00E-06,2.88E-10,1.70E-05,-1.383357841,0.1833735524,1,1,1,2,6,3.45E-11,1.18E-11,475,100,3.03E-12,1.44E-11
1898,0,1,CADC0872,5,85,18,2.42E-06,4.75E-10,2.18E-05,-1.477960424,0.004924733367,1,1,2,1,4,6.19E-11,8.63E-12,425,90,5.59E-12,2.64E-11
1899,0,1,CADC0872,5,100,21,-3.82E-06,4.47E-10,2.11E-05,-1.441352644,0.1278169882,1,1,2,1,6,4.95E-11,1.53E-11,500,105,4.47E-12,2.13E-11
1900,0,1,CADC0872,5,95,20,1.76E-06,5.95E-10,2.44E-05,-1.49017112,0.1331332768,1,1,2,1,5,6.88E-11,1.72E-11,475,100,6.26E-12,2.98E-11
1901,0,1,CADC0872,5,90,19,1.27E-06,5.75E-10,2.40E-05,-1.269517985,-0.05518900024,1,1,2,3,5,7.15E-11,2.20E-11,450,95,6.39E-12,3.03E-11
1902,0,1,CADC0872,5,85,18,7.03E-06,6.03E-10,2.46E-05,-1.095680398,-0.2045585632,1,1,2,2,3,7.33E-11,1.39E-11,425,90,7.09E-12,3.35E-11
1903,0,1,CADC0872,5,100,21,4.26E-06,5.91E-10,2.43E-05,-1.250956276,0.08874066937,1,1,2,1,4,6.31E-11,1.06E-11,500,105,5.91E-12,2.82E-11
1904,0,0,CADC0872,5,95,20,8.53E-06,5.78E-10,2.40E-05,-1.030034812,-0.1727385379,1,1,2,2,6,6.33E-11,1.65E-11,475,100,6.09E-12,2.89E-11
1905,0,1,CADC0872,5,85,18,1.17E-05,5.07E-10,2.25E-05,-1.147221846,-0.1424645724,1,1,2,1,4,6.90E-11,9.54E-12,425,90,5.96E-12,2.82E-11
1906,0,0,CADC0872,5,100,21,8.35E-06,5.79E-10,2.41E-05,-0.963755995,-0.3436828363,1,1,1,3,6,4.94E-11,1.23E-11,500,105,5.79E-12,2.76E-11
1907,0,1,CADC0872,5,90,19,9.90E-06,5.07E-10,2.25E-05,-1.018389187,-0.231744521,1,1,1,1,5,5.61E-11,1.52E-11,450,95,5.63E-12,2.67E-11
1908,0,1,CADC0872,5,95,20,1.31E-05,4.91E-10,2.22E-05,-0.7153421209,-0.5061756728,1,1,1,1,5,4.71E-11,1.06E-11,475,100,5.17E-12,2.45E-11
1909,0,1,CADC0872,5,90,19,9.71E-06,4.94E-10,2.22E-05,-0.9932461497,-0.227980797,1,1,1,1,4,5.29E-11,8.76E-12,450,95,5.48E-12,2.60E-11
1910,0,1,CADC0872,5,100,21,1.28E-05,4.67E-10,2.16E-05,-0.9192507247,-0.4101995289,1,1,1,1,6,4.27E-11,5.66E-12,500,105,4.67E-12,2.22E-11
1911,0,1,CADC0872,5,85,18,9.52E-06,5.03E-10,2.24E-05,-1.131622034,-0.2776706715,1,1,1,2,5,5.80E-11,1.42E-11,425,90,5.92E-12,2.79E-11
1912,0,1,CADC0872,5,100,21,1.25E-05,5.06E-10,2.25E-05,-1.107557517,-0.3784664979,1,1,1,2,5,4.85E-11,8.73E-12,500,105,5.06E-12,2.41E-11
1913,0,0,CADC0872,5,85,18,7.39E-06,5.00E-10,2.24E-05,-1.287717127,-0.09179079877,1,1,2,1,5,6.00E-11,1.21E-11,425,90,5.88E-12,2.78E-11
1914,0,0,CADC0872,5,100,21,1.35E-05,6.10E-10,2.47E-05,-1.178921587,-0.3538438865,1,1,1,2,5,5.60E-11,5.31E-12,500,105,6.10E-12,2.91E-11
1915,0,0,CADC0872,5,85,18,1.06E-05,5.44E-10,2.33E-05,-1.387359725,-0.05070536314,1,1,2,1,4,7.07E-11,1.81E-11,425,90,6.40E-12,3.02E-11
1916,0,1,CADC0872,5,100,21,1.02E-05,4.78E-10,2.19E-05,-1.395448541,-0.266790808,1,1,1,1,4,4.66E-11,6.49E-12,500,105,4.78E-12,2.27E-11
1917,0,0,CADC0872,5,85,18,8.03E-06,5.21E-10,2.28E-05,-1.47643024,0.02636554567,1,1,2,2,4,7.12E-11,2.66E-11,425,90,6.13E-12,2.90E-11
1918,0,0,CADC0872,5,100,21,3.80E-06,3.56E-10,1.89E-05,-1.435298139,-0.2045576921,1,1,2,3,7,3.84E-11,1.45E-11,500,105,3.56E-12,1.69E-11
